Customer Name,Customer Site,town__city,County,Postcode,Country,Connection Status,accepted_to_connect_registered_capacity__mw_,already_connected_registered_capacity__mw_,maximum_export_capacity__mw_,maximum_import_capacity__mw_,Date Connected,Date Accepted
COOP PPA SITES,HATSTON WINDFARM,KIRKWALL,PERTH AND KINROSS,KW15 1UB,SCOTLAND,CONNECTED,DATA NOT AVAILABLE,0.855,0.855,DATA NOT AVAILABLE,DATA NOT AVAILABLE,DATA NOT AVAILABLE
SCOTSTON WIND POWER LIMITED,SCOTSTON WINDFARM,DUNDEE,PERTH AND KINROSS,DD3 0QT,SCOTLAND,CONNECTED,DATA NOT AVAILABLE,0.76,0.76,DATA NOT AVAILABLE,DATA NOT AVAILABLE,DATA NOT AVAILABLE
GIFFINDOR MACDAIRMED,S S C,STRATHCARRON,PERTH AND KINROSS,IV54 8XF,SCOTLAND,CONNECTED,DATA NOT AVAILABLE,0.4275,0.4275,DATA NOT AVAILABLE,DATA NOT AVAILABLE,DATA NOT AVAILABLE
HERSCHA WIND ENERGY LIMITED,WIND GENERATING STATION,LAURENCEKIRK,PERTH AND KINROSS,AB30 1TX,SCOTLAND,CONNECTED,DATA NOT AVAILABLE,0.76,0.76,DATA NOT AVAILABLE,DATA NOT AVAILABLE,DATA NOT AVAILABLE
COOP PPA SITES,ORE BRAE WINDFARM,ORKNEY,PERTH AND KINROSS,KW17 2QJ,SCOTLAND,CONNECTED,DATA NOT AVAILABLE,0.855,0.855,DATA NOT AVAILABLE,DATA NOT AVAILABLE,DATA NOT AVAILABLE
COOP PPA SITES,STRONSAY RENEWABLE ENERGY LIMITED,STRONSAY,PERTH AND KINROSS,KW17 2AR,SCOTLAND,CONNECTED,DATA NOT AVAILABLE,0.855,0.855,DATA NOT AVAILABLE,DATA NOT AVAILABLE,DATA NOT AVAILABLE
COOP PPA SITES,MID GARTH WINDFARM,ORKNEY,PERTH AND KINROSS,KW17 2PR,SCOTLAND,CONNECTED,DATA NOT AVAILABLE,0.855,0.855,DATA NOT AVAILABLE,DATA NOT AVAILABLE,DATA NOT AVAILABLE
COOP PPA SITES,BRAEFOOT WINDFARM,ORKNEY,PERTH AND KINROSS,KW17 2EA,SCOTLAND,CONNECTED,DATA NOT AVAILABLE,0.855,0.855,DATA NOT AVAILABLE,DATA NOT AVAILABLE,DATA NOT AVAILABLE
ROROYERE HYDRO LTD,GENERATING STATION,ABERFELDY,PERTH AND KINROSS,PH15 2PW,SCOTLAND,CONNECTED,DATA NOT AVAILABLE,0.8075,0.8075,DATA NOT AVAILABLE,DATA NOT AVAILABLE,DATA NOT AVAILABLE
GLENMORISTON ELECTRIC COMPANY LIMITED,GENERATING STATION,FORT WILLIAM,PERTH AND KINROSS,DATA NOT AVAILABLE,SCOTLAND,CONNECTED,DATA NOT AVAILABLE,0.4275,0.4275,DATA NOT AVAILABLE,DATA NOT AVAILABLE,DATA NOT AVAILABLE
GLENMORISTON ELECTRIC COMPANY LIMITED,GENERATING STATION,FORT WILLIAM,PERTH AND KINROSS,DATA NOT AVAILABLE,SCOTLAND,CONNECTED,DATA NOT AVAILABLE,0.6175,0.6175,DATA NOT AVAILABLE,DATA NOT AVAILABLE,DATA NOT AVAILABLE
ATHOLL HYDRO LIMITED,GENERATING STATION,PITLOCHRY,PERTH AND KINROSS,PH9 0ND,SCOTLAND,CONNECTED,DATA NOT AVAILABLE,0.5206,0.5206,DATA NOT AVAILABLE,DATA NOT AVAILABLE,DATA NOT AVAILABLE
ATHOLL HYDRO LIMITED,HYDRO GENERATING STATION,PITLOCHRY,PERTH AND KINROSS,PH9 0NT,SCOTLAND,CONNECTED,DATA NOT AVAILABLE,0.47025,0.47025,DATA NOT AVAILABLE,DATA NOT AVAILABLE,DATA NOT AVAILABLE
ELEMENTARY ENERGY LIMITED,ABHAINN SHALACAN HYDRO SCHEME,OBAN,PERTH AND KINROSS,PA80 5XU,SCOTLAND,CONNECTED,DATA NOT AVAILABLE,0.475,0.475,DATA NOT AVAILABLE,DATA NOT AVAILABLE,DATA NOT AVAILABLE
JOHN BROWN & SON,WEST ADAMSTON,DUNDEE,PERTH AND KINROSS,DD2 5QX,SCOTLAND,CONNECTED,DATA NOT AVAILABLE,0.095,0.095,DATA NOT AVAILABLE,DATA NOT AVAILABLE,DATA NOT AVAILABLE
BATLEUR LIMITED,BOGNIE WIND GENERATING STATION,FORRES,PERTH AND KINROSS,IV36 2RN,SCOTLAND,CONNECTED,DATA NOT AVAILABLE,0.3135,0.3135,DATA NOT AVAILABLE,DATA NOT AVAILABLE,DATA NOT AVAILABLE
GRESHAM WOOD INDUSTRIES LIMITED,HYDRO GENERATING STATION,BRORA,PERTH AND KINROSS,KW9 6LU,SCOTLAND,CONNECTED,DATA NOT AVAILABLE,0.095,0.095,DATA NOT AVAILABLE,DATA NOT AVAILABLE,DATA NOT AVAILABLE
COOP PPA SITES,WIND GENERATOR,DUNBLANE,PERTH AND KINROSS,FK15 9JU,SCOTLAND,CONNECTED,DATA NOT AVAILABLE,0.3135,0.3135,DATA NOT AVAILABLE,DATA NOT AVAILABLE,DATA NOT AVAILABLE
SLATACH HYDRO POWER LIMITED,SLATACH HYDRO SCHEME,GLENFINNAN,PERTH AND KINROSS,PH37 4LT,SCOTLAND,CONNECTED,DATA NOT AVAILABLE,0.95,0.95,DATA NOT AVAILABLE,DATA NOT AVAILABLE,DATA NOT AVAILABLE
MEMSIE RENEWABLES LIMITED,WIND TURBINE,FRASERBURGH,PERTH AND KINROSS,AB43 7AL,SCOTLAND,CONNECTED,DATA NOT AVAILABLE,0.095,0.095,DATA NOT AVAILABLE,DATA NOT AVAILABLE,DATA NOT AVAILABLE
ACHNACREEBEAG ENERGY LIMITED,ACHNACREE BEAG HYDRO GENERATOR,OBAN,PERTH AND KINROSS,PA37 1PE,SCOTLAND,CONNECTED,DATA NOT AVAILABLE,0.095,0.095,DATA NOT AVAILABLE,DATA NOT AVAILABLE,DATA NOT AVAILABLE
EARNSIDE ENERGY LTD,COMPOST SHED,PERTH,PERTH AND KINROSS,PH2 9PX,SCOTLAND,CONNECTED,DATA NOT AVAILABLE,0.76,0.76,DATA NOT AVAILABLE,DATA NOT AVAILABLE,DATA NOT AVAILABLE
PETERSON (UNITED KINGDOM) LIMITED,MIDMILL SOUTH BUSINESS PARK,INVERURIE,PERTH AND KINROSS,AB51 0TG,SCOTLAND,CONNECTED,DATA NOT AVAILABLE,0.1425,0.1425,DATA NOT AVAILABLE,DATA NOT AVAILABLE,DATA NOT AVAILABLE
THORKELL RENEWABLE ENERGY LIMITED,THORKELL WINDFARM,ORKNEY,PERTH AND KINROSS,KW17 2QJ,SCOTLAND,CONNECTED,DATA NOT AVAILABLE,0.855,0.855,DATA NOT AVAILABLE,DATA NOT AVAILABLE,DATA NOT AVAILABLE
HARMONY ENERGY WINDS LIMITED,WIND GENERATING STATION,BRECHIN,PERTH AND KINROSS,DD9 7RW,SCOTLAND,CONNECTED,DATA NOT AVAILABLE,0.095,0.095,DATA NOT AVAILABLE,DATA NOT AVAILABLE,DATA NOT AVAILABLE
REDACTED,REDACTED,REDACTED,PERTH AND KINROSS,DD11 3,SCOTLAND,CONNECTED,DATA NOT AVAILABLE,0.19,0.19,DATA NOT AVAILABLE,DATA NOT AVAILABLE,DATA NOT AVAILABLE
TOLSTA POWER LTD,WIND GENERATING STATION,ISLE OF LEWIS,PERTH AND KINROSS,HS2 0NE,SCOTLAND,CONNECTED,DATA NOT AVAILABLE,0.855,0.855,DATA NOT AVAILABLE,DATA NOT AVAILABLE,DATA NOT AVAILABLE
COOP PPA SITES,BARRA WIND GENERATING STATION,ISLE OF BARRA,PERTH AND KINROSS,HS9 5YE,SCOTLAND,CONNECTED,DATA NOT AVAILABLE,0.855,0.855,DATA NOT AVAILABLE,DATA NOT AVAILABLE,DATA NOT AVAILABLE
RISORT POWER GENERATION LIMITED,WIND GENERATING STATION,ISLE OF LEWIS,PERTH AND KINROSS,HS2 9BD,SCOTLAND,CONNECTED,DATA NOT AVAILABLE,0.855,0.855,DATA NOT AVAILABLE,DATA NOT AVAILABLE,DATA NOT AVAILABLE
STRATHMORE ESTATES (HOLDING) LIMITED,THE SAWMILL,FORFAR,PERTH AND KINROSS,DD8 1RR,SCOTLAND,CONNECTED,DATA NOT AVAILABLE,0.07885,0.07885,DATA NOT AVAILABLE,DATA NOT AVAILABLE,DATA NOT AVAILABLE
B V RENEWABLES LIMITED,LAGGAN HOUSE,STRATHYRE,PERTH AND KINROSS,FK18 8NQ,SCOTLAND,CONNECTED,DATA NOT AVAILABLE,0.09975,0.09975,DATA NOT AVAILABLE,DATA NOT AVAILABLE,DATA NOT AVAILABLE
REDACTED,REDACTED,REDACTED,PERTH AND KINROSS,PA78 6,SCOTLAND,CONNECTED,DATA NOT AVAILABLE,0.07125,0.07125,0.0019,17/11/2011,DATA NOT AVAILABLE
BARGUILLEAN HYDRO LIMITED,BARGUILLEAN FARM,TAYNUILT,PERTH AND KINROSS,PA35 1HY,SCOTLAND,CONNECTED,DATA NOT AVAILABLE,0.114,0.114,DATA NOT AVAILABLE,DATA NOT AVAILABLE,DATA NOT AVAILABLE
J A BROWNLIE,GRANGEHALL FARM,LAURENCEKIRK,PERTH AND KINROSS,AB30 1XB,SCOTLAND,CONNECTED,DATA NOT AVAILABLE,0.076,0.076,DATA NOT AVAILABLE,DATA NOT AVAILABLE,DATA NOT AVAILABLE
COOP PPA SITES,MIDDLETON OF RORA WIND TURBINE,PETERHEAD,PERTH AND KINROSS,AB42 4US,SCOTLAND,CONNECTED,DATA NOT AVAILABLE,0.8075,0.8075,DATA NOT AVAILABLE,DATA NOT AVAILABLE,DATA NOT AVAILABLE
RUBBERATKINS LIMITED,SITE H3,ABERDEEN,PERTH AND KINROSS,AB23 8GW,SCOTLAND,CONNECTED,DATA NOT AVAILABLE,0.30875,0.30875,DATA NOT AVAILABLE,DATA NOT AVAILABLE,DATA NOT AVAILABLE
BRAEVALLICH HYDRO LIMITED (SOBRACHAN),BRAEVALLICH FARM,DALMALLY,PERTH AND KINROSS,PA33 1BU,SCOTLAND,CONNECTED,DATA NOT AVAILABLE,0.08075,0.08075,0,11/09/2012,DATA NOT AVAILABLE
DATA NOT AVAILABLE,EAS MOR HYDRO GENERATING STATION,ISLE OF ARRAN,PERTH AND KINROSS,KA27 8SE,SCOTLAND,CONNECTED,DATA NOT AVAILABLE,0.09975,0.09975,DATA NOT AVAILABLE,DATA NOT AVAILABLE,DATA NOT AVAILABLE
D H AMORY T/A D H AMORY BUSINESS,GLENFERNATE HYDRO STATION,BLAIRGOWRIE,PERTH AND KINROSS,PH10 7PL,SCOTLAND,CONNECTED,DATA NOT AVAILABLE,0.095,0.095,0,12/04/2012,DATA NOT AVAILABLE
BAX GREEN PARTNERSHIP,WESTER PETTYMARCUS,PETERHEAD,PERTH AND KINROSS,AB42 5AF,SCOTLAND,CONNECTED,DATA NOT AVAILABLE,0.05985,0.05985,DATA NOT AVAILABLE,DATA NOT AVAILABLE,DATA NOT AVAILABLE
ACHARN HYDRO LTD,REMONY BURN HYDRO,ABERFELDY,PERTH AND KINROSS,PH15 2HR,SCOTLAND,CONNECTED,DATA NOT AVAILABLE,0.4997,0.4997,DATA NOT AVAILABLE,DATA NOT AVAILABLE,DATA NOT AVAILABLE
CWE STRUAN LIMITED,STRUAN WIND,ISLE OF SKYE,PERTH AND KINROSS,IV56 8FY,SCOTLAND,CONNECTED,DATA NOT AVAILABLE,0.3135,0.3135,DATA NOT AVAILABLE,DATA NOT AVAILABLE,DATA NOT AVAILABLE
GLENDOE LIMITED,HYDRO GENERATING STATION,FORT AUGUSTUS,PERTH AND KINROSS,PH32 4BZ,SCOTLAND,CONNECTED,DATA NOT AVAILABLE,0.95,0.95,DATA NOT AVAILABLE,DATA NOT AVAILABLE,DATA NOT AVAILABLE
VISCOUNT PETERSHAM,CRIMONMOGATE HOUSE,FRASERBURGH,PERTH AND KINROSS,AB43 8SE,SCOTLAND,CONNECTED,DATA NOT AVAILABLE,0.0855,0.0855,DATA NOT AVAILABLE,DATA NOT AVAILABLE,DATA NOT AVAILABLE
CROMLET WIND FARM LIMITED,CROMLET FARM,BANFF,PERTH AND KINROSS,AB45 3QJ,SCOTLAND,CONNECTED,DATA NOT AVAILABLE,0.3325,0.3325,DATA NOT AVAILABLE,DATA NOT AVAILABLE,DATA NOT AVAILABLE
REDACTED,REDACTED,REDACTED,PERTH AND KINROSS,AB51 5,SCOTLAND,CONNECTED,DATA NOT AVAILABLE,0.8075,0.8075,DATA NOT AVAILABLE,DATA NOT AVAILABLE,DATA NOT AVAILABLE
ALPHA REAL - ELM 2DATA NOT AVAILABLE23 - EXPORT,TEALING WIND TURBINE,DUNDEE,PERTH AND KINROSS,DD4 0RD,SCOTLAND,CONNECTED,DATA NOT AVAILABLE,0.475,0.475,DATA NOT AVAILABLE,DATA NOT AVAILABLE,DATA NOT AVAILABLE
REDACTED,REDACTED,REDACTED,PERTH AND KINROSS,KW17 2,SCOTLAND,CONNECTED,DATA NOT AVAILABLE,0.076,0.076,DATA NOT AVAILABLE,DATA NOT AVAILABLE,DATA NOT AVAILABLE
RHIDORROCH COMPANY LIMITED,CORRY BURN GENERATING STATION,ULLAPOOL,PERTH AND KINROSS,DATA NOT AVAILABLE,SCOTLAND,CONNECTED,DATA NOT AVAILABLE,0.095,0.095,DATA NOT AVAILABLE,DATA NOT AVAILABLE,DATA NOT AVAILABLE
ABERSANDA LIMITED,NO2 GENERATING STATION,FORT WILLIAM,PERTH AND KINROSS,PH33 7AD,SCOTLAND,CONNECTED,DATA NOT AVAILABLE,0.09975,0.09975,DATA NOT AVAILABLE,DATA NOT AVAILABLE,DATA NOT AVAILABLE
KEPPOCH FARMS,KEEPOCH FARM HYDRO,FORT WILLIAM,PERTH AND KINROSS,PH31 4AE,SCOTLAND,CONNECTED,DATA NOT AVAILABLE,0.095,0.095,DATA NOT AVAILABLE,DATA NOT AVAILABLE,DATA NOT AVAILABLE
REDACTED,REDACTED,REDACTED,PERTH AND KINROSS,IV63 6,SCOTLAND,CONNECTED,DATA NOT AVAILABLE,0.9975,0.9975,DATA NOT AVAILABLE,DATA NOT AVAILABLE,DATA NOT AVAILABLE
GLEN CRERAN ESTATE,GLENURE HOUSE HYDRO,APPIN,PERTH AND KINROSS,PA38 4BQ,SCOTLAND,CONNECTED,DATA NOT AVAILABLE,0.095,0.095,DATA NOT AVAILABLE,DATA NOT AVAILABLE,DATA NOT AVAILABLE
SW - GLEN OGIL - FIXED PRICE,GLEN OGIL HYDRO SCHEME,FORFAR,PERTH AND KINROSS,DD8 3QA,SCOTLAND,CONNECTED,DATA NOT AVAILABLE,0.095,0.095,0,15/01/2013,DATA NOT AVAILABLE
LOUR FARMS,LOUR FARM WGS,FORFAR,PERTH AND KINROSS,DD8 2LF,SCOTLAND,CONNECTED,DATA NOT AVAILABLE,0.076,0.076,DATA NOT AVAILABLE,DATA NOT AVAILABLE,DATA NOT AVAILABLE
ALEX FOWLIE LIMITED,GALLOWHILL WINDFARM,PETERHEAD,PERTH AND KINROSS,AB42 4TU,SCOTLAND,CONNECTED,DATA NOT AVAILABLE,0.76,0.76,DATA NOT AVAILABLE,DATA NOT AVAILABLE,DATA NOT AVAILABLE
BOOR HYDRO LIMITED,BOOR HOUSE,ACHNASHEEN,PERTH AND KINROSS,IV22 2LJ,SCOTLAND,CONNECTED,DATA NOT AVAILABLE,0.18525,0.18525,DATA NOT AVAILABLE,DATA NOT AVAILABLE,DATA NOT AVAILABLE
DINGWALL & HIGHLAND MARTS LIMITED,AUCTION MART,DINGWALL,PERTH AND KINROSS,IV15 9TR,SCOTLAND,CONNECTED,DATA NOT AVAILABLE,0.0855,0.0855,DATA NOT AVAILABLE,DATA NOT AVAILABLE,DATA NOT AVAILABLE
BLAIRMORE HYDRO LTD,BLAIRMORE HGS,DUNOON,PERTH AND KINROSS,PA23 8TN,SCOTLAND,CONNECTED,DATA NOT AVAILABLE,0.095,0.095,DATA NOT AVAILABLE,DATA NOT AVAILABLE,DATA NOT AVAILABLE
DATA NOT AVAILABLE,DATA NOT AVAILABLE,DATA NOT AVAILABLE,PERTH AND KINROSS,DATA NOT AVAILABLE,SCOTLAND,CONNECTED,DATA NOT AVAILABLE,0.09025,0.09025,DATA NOT AVAILABLE,DATA NOT AVAILABLE,DATA NOT AVAILABLE
SIMMERS (ARDMEDDEN) LTD,HILLHEAD OF TULLO WINDFARM,INVERURIE,PERTH AND KINROSS,AB51 0HD,SCOTLAND,CONNECTED,DATA NOT AVAILABLE,0.3135,0.3135,DATA NOT AVAILABLE,DATA NOT AVAILABLE,DATA NOT AVAILABLE
NOVAR ESTATE,HYDRO GENERATING STATION,DINGWALL,PERTH AND KINROSS,IV16 9YR,SCOTLAND,CONNECTED,DATA NOT AVAILABLE,0.095,0.095,DATA NOT AVAILABLE,DATA NOT AVAILABLE,DATA NOT AVAILABLE
WEST KNOCKENBAIRD WINDFARM,WEST KNOCKENBAIRD WINDFARM,INSCH,PERTH AND KINROSS,AB52 6TN,SCOTLAND,CONNECTED,DATA NOT AVAILABLE,0.0855,0.0855,DATA NOT AVAILABLE,DATA NOT AVAILABLE,DATA NOT AVAILABLE
EDAY RENEWABLE ENERGY LIMITED,WIND TURBINE,ORKNEY,PERTH AND KINROSS,KW17 2AY,SCOTLAND,CONNECTED,DATA NOT AVAILABLE,0.855,0.855,DATA NOT AVAILABLE,DATA NOT AVAILABLE,DATA NOT AVAILABLE
BUCKNY HYDRO SCHEME LIMITED,GENERATING STATION,DUNKELD,PERTH AND KINROSS,PH8 0HA,SCOTLAND,CONNECTED,DATA NOT AVAILABLE,0.665,0.665,DATA NOT AVAILABLE,DATA NOT AVAILABLE,DATA NOT AVAILABLE
W M ENERGY LIMITED,GENERATING STATION,FORFAR,PERTH AND KINROSS,DD8 1XJ,SCOTLAND,CONNECTED,DATA NOT AVAILABLE,0.45125,0.45125,DATA NOT AVAILABLE,DATA NOT AVAILABLE,DATA NOT AVAILABLE
REDACTED,REDACTED,REDACTED,PERTH AND KINROSS,KY13 0,SCOTLAND,CONNECTED,DATA NOT AVAILABLE,0.1995,0.1995,DATA NOT AVAILABLE,DATA NOT AVAILABLE,DATA NOT AVAILABLE
COOP PPA SITES,GENERATING STATION,ISLE OF ARRAN,PERTH AND KINROSS,KA27 8HP,SCOTLAND,CONNECTED,DATA NOT AVAILABLE,0.475,0.475,DATA NOT AVAILABLE,DATA NOT AVAILABLE,DATA NOT AVAILABLE
ALLAN WILSON & SON,WIND GENERATING STATION,PERTH,PERTH AND KINROSS,PH1 4PJ,SCOTLAND,CONNECTED,DATA NOT AVAILABLE,0.095,0.095,DATA NOT AVAILABLE,DATA NOT AVAILABLE,DATA NOT AVAILABLE
VISAT RENEWABLES,WIND GENERATING STATION,ELLON,PERTH AND KINROSS,AB41 7HT,SCOTLAND,CONNECTED,DATA NOT AVAILABLE,0.05035,0.05035,DATA NOT AVAILABLE,DATA NOT AVAILABLE,DATA NOT AVAILABLE
MORROW SKIP HIRE,WIND GENERATING STATION,TURRIFF,PERTH AND KINROSS,AB53 6UX,SCOTLAND,CONNECTED,DATA NOT AVAILABLE,0.0855,0.0855,DATA NOT AVAILABLE,DATA NOT AVAILABLE,DATA NOT AVAILABLE
JC FLEMING & PARTNERS,STEADING,MONTROSE,PERTH AND KINROSS,DD10 9LN,SCOTLAND,CONNECTED,DATA NOT AVAILABLE,0.076,0.076,DATA NOT AVAILABLE,DATA NOT AVAILABLE,DATA NOT AVAILABLE
PRAGMIS LTD,WIND GENERATING STATION,THURSO,PERTH AND KINROSS,KW14 7XN,SCOTLAND,CONNECTED,DATA NOT AVAILABLE,0.21375,0.21375,DATA NOT AVAILABLE,DATA NOT AVAILABLE,DATA NOT AVAILABLE
S & J D ROBERTSON GROUP LIMITED - EXPORT,DATA NOT AVAILABLE,ORKNEY,PERTH AND KINROSS,KW15 1SS,SCOTLAND,CONNECTED,DATA NOT AVAILABLE,0.076,0.076,DATA NOT AVAILABLE,DATA NOT AVAILABLE,DATA NOT AVAILABLE
CLYNEMILTON ENERGY LTD,GENERATING STATION,BRORA,PERTH AND KINROSS,KW9 6LU,SCOTLAND,CONNECTED,DATA NOT AVAILABLE,0.09405,0.09405,DATA NOT AVAILABLE,DATA NOT AVAILABLE,DATA NOT AVAILABLE
HAMMER WESTRAY LLP,GENERATING STATION,ORKNEY,PERTH AND KINROSS,KW17 2DE,SCOTLAND,CONNECTED,DATA NOT AVAILABLE,0.475,0.475,DATA NOT AVAILABLE,DATA NOT AVAILABLE,DATA NOT AVAILABLE
PETER MCDIARMID & CO,BALBEG FARM,ABERFELDY,PERTH AND KINROSS,PH15 2NZ,SCOTLAND,CONNECTED,DATA NOT AVAILABLE,0.095,0.095,DATA NOT AVAILABLE,DATA NOT AVAILABLE,DATA NOT AVAILABLE
FRENICH HYDRO LIMITED,LICK FARM,PITLOCHRY,PERTH AND KINROSS,PH16 5NG,SCOTLAND,CONNECTED,DATA NOT AVAILABLE,0.7125,0.7125,DATA NOT AVAILABLE,DATA NOT AVAILABLE,DATA NOT AVAILABLE
GORTENEORN LTD,ARDNUMURACHAN ESTATE,ACHARACLE,PERTH AND KINROSS,PH36 4LH,SCOTLAND,CONNECTED,DATA NOT AVAILABLE,0.095,0.095,DATA NOT AVAILABLE,DATA NOT AVAILABLE,DATA NOT AVAILABLE
R AND R RENEWABLES,AUCHMORE FARM,FRASERBURGH,PERTH AND KINROSS,AB43 8RJ,SCOTLAND,CONNECTED,DATA NOT AVAILABLE,0.3135,0.3135,DATA NOT AVAILABLE,DATA NOT AVAILABLE,DATA NOT AVAILABLE
N J MCWILLIAM AND CO,WIND GENERATING STATION,LAURENCEKIRK,PERTH AND KINROSS,AB30 1BA,SCOTLAND,CONNECTED,DATA NOT AVAILABLE,0.76,0.76,DATA NOT AVAILABLE,DATA NOT AVAILABLE,DATA NOT AVAILABLE
BEINN BHUIDHE ENERGY LIMITED,DATA NOT AVAILABLE,DATA NOT AVAILABLE,PERTH AND KINROSS,DATA NOT AVAILABLE,SCOTLAND,CONNECTED,DATA NOT AVAILABLE,0.3135,0.3135,DATA NOT AVAILABLE,DATA NOT AVAILABLE,DATA NOT AVAILABLE
AUCHMORE RENEWABLES LLP,DATA NOT AVAILABLE,FAEBAIT,PERTH AND KINROSS,IV6 7XB,SCOTLAND,CONNECTED,DATA NOT AVAILABLE,0.855,0.855,DATA NOT AVAILABLE,DATA NOT AVAILABLE,DATA NOT AVAILABLE
COOP PPA SITES,STANK GLEN HYDRO,CALLANDER,PERTH AND KINROSS,FK17 8HF,SCOTLAND,CONNECTED,DATA NOT AVAILABLE,0.4275,0.4275,DATA NOT AVAILABLE,DATA NOT AVAILABLE,DATA NOT AVAILABLE
COLL POWER LIMITED,WIND GENERATING STATION,ISLE OF COLL,PERTH AND KINROSS,PA78 6TE,SCOTLAND,CONNECTED,DATA NOT AVAILABLE,0.855,0.855,0.00475,22/10/2015,DATA NOT AVAILABLE
WEST GLENALMOND ENERGY LIMITED,WEST GLENALMOND HYDRO,PERTH,PERTH AND KINROSS,PH1 3SH,SCOTLAND,CONNECTED,DATA NOT AVAILABLE,0.09025,0.09025,DATA NOT AVAILABLE,DATA NOT AVAILABLE,DATA NOT AVAILABLE
AUCHNAFREE ESTATE COMPANY,GLENSHERVIE HYDRO,DUNKELD,PERTH AND KINROSS,PH8 0EH,SCOTLAND,CONNECTED,DATA NOT AVAILABLE,0.09025,0.09025,DATA NOT AVAILABLE,DATA NOT AVAILABLE,DATA NOT AVAILABLE
MAHON GREEN ENERGY LIMITED,GENERATING STATION,TURRIFF,PERTH AND KINROSS,AB53 4HD,SCOTLAND,CONNECTED,DATA NOT AVAILABLE,0.19,0.19,DATA NOT AVAILABLE,DATA NOT AVAILABLE,DATA NOT AVAILABLE
S & J D ROBERTSON GROUP LIMITED - EXPORT,SCAPA WIND,ORKNEY,PERTH AND KINROSS,KW15 1RZ,SCOTLAND,CONNECTED,DATA NOT AVAILABLE,0.076,0.076,DATA NOT AVAILABLE,DATA NOT AVAILABLE,DATA NOT AVAILABLE
THE BRAES FARMING COMPANY LIMITED,GENERATING STATION,LOCHEARNHEAD,PERTH AND KINROSS,FK19 8PH,SCOTLAND,CONNECTED,DATA NOT AVAILABLE,0.095,0.095,DATA NOT AVAILABLE,DATA NOT AVAILABLE,DATA NOT AVAILABLE
SW - GLENDEVON UPPER - FIXED PRICE,GLENDEVON UPPER HYDRO EXP,DOLLAR,PERTH AND KINROSS,FK14 7JZ,SCOTLAND,CONNECTED,DATA NOT AVAILABLE,0.3002,0.3002,DATA NOT AVAILABLE,DATA NOT AVAILABLE,DATA NOT AVAILABLE
GENERAL ENERGY MANAGEMENT LIMITED E,ORKNEY WIND,ORKNEY,PERTH AND KINROSS,KW17 2DD,SCOTLAND,CONNECTED,DATA NOT AVAILABLE,0.475,0.475,DATA NOT AVAILABLE,DATA NOT AVAILABLE,DATA NOT AVAILABLE
SHIELBOG RENEWABLES LLP,GENERATING STATION,INVERURIE,PERTH AND KINROSS,AB51 0LG,SCOTLAND,CONNECTED,DATA NOT AVAILABLE,0.21375,0.21375,DATA NOT AVAILABLE,DATA NOT AVAILABLE,DATA NOT AVAILABLE
LEYLODGE RENEWABLES LLP,WIND GENERATING STATION,INVERURIE,PERTH AND KINROSS,AB51 0XY,SCOTLAND,CONNECTED,DATA NOT AVAILABLE,0.4275,0.4275,DATA NOT AVAILABLE,DATA NOT AVAILABLE,DATA NOT AVAILABLE
JSF WIND ENERGY LTD,GENERATING STATION,MONTROSE,PERTH AND KINROSS,DD10 0SY,SCOTLAND,CONNECTED,DATA NOT AVAILABLE,0.855,0.855,DATA NOT AVAILABLE,DATA NOT AVAILABLE,DATA NOT AVAILABLE
REDACTED,REDACTED,REDACTED,PERTH AND KINROSS,DD8 2,SCOTLAND,CONNECTED,DATA NOT AVAILABLE,0.475,0.475,DATA NOT AVAILABLE,DATA NOT AVAILABLE,DATA NOT AVAILABLE
SW - CASTLEHILL RESERV - FIXED PRIC,CASTLEHILL RESERV HYDRO EXP,DOLLAR,PERTH AND KINROSS,FK14 7JX,SCOTLAND,CONNECTED,DATA NOT AVAILABLE,0.25935,0.25935,DATA NOT AVAILABLE,DATA NOT AVAILABLE,DATA NOT AVAILABLE
SCOTTISH WATER LIMITED EXPORT,ROSS PRIORY-HYDRO-EXP,ALEXANDRIA,PERTH AND KINROSS,G83 8NL,SCOTLAND,CONNECTED,DATA NOT AVAILABLE,0.74385,0.74385,DATA NOT AVAILABLE,DATA NOT AVAILABLE,DATA NOT AVAILABLE
MAINS OF AUCHREDDIE RENEWABLES LLP,WIND GENERATING STATION,ELLON,PERTH AND KINROSS,AB41 8PH,SCOTLAND,CONNECTED,DATA NOT AVAILABLE,0.4275,0.4275,DATA NOT AVAILABLE,DATA NOT AVAILABLE,DATA NOT AVAILABLE
ROBERTSON ENERGY LIMITED,DUN WINDFARM,MONTROSE,PERTH AND KINROSS,DD10 9LR,SCOTLAND,CONNECTED,DATA NOT AVAILABLE,0.475,0.475,DATA NOT AVAILABLE,DATA NOT AVAILABLE,DATA NOT AVAILABLE
G CRAIGIE & SON,SOUTHSIDE WIND TURBINE,INVERURIE,PERTH AND KINROSS,AB51 0JJ,SCOTLAND,CONNECTED,DATA NOT AVAILABLE,0.4275,0.4275,DATA NOT AVAILABLE,DATA NOT AVAILABLE,DATA NOT AVAILABLE
GREENMOSS FARMS,GREENMOSS,INVERURIE,PERTH AND KINROSS,AB51 7LB,SCOTLAND,CONNECTED,DATA NOT AVAILABLE,0.4503,0.4503,DATA NOT AVAILABLE,DATA NOT AVAILABLE,DATA NOT AVAILABLE
